Started,Ended,Name of Conflict,Belligerents,Defeated,Part of,War link,Wider conflict link
1994,1997,Iraqi Kurdish Civil War\n,PUK\nPKK[116]\nSCIRI\nKCP\nIraqi National\nCongress\nSupported by:\nIran (from 1995)\nSyria\nUnited States\n(1996),KDP\nSupported by:\nIraq (from 1995)\nTurkey (from 1997)\nIran (before 1995),"Iraqi–\nKurdish conflict,\nKurdistan Region-\nPKK conflict and the\nIraqi no-fly zones\nconflict",https://en.wikipedia.org/wiki/Iraqi_Kurdish_Civil_War,https://en.wikipedia.org/wiki/Iraqi%E2%80%93Kurdish_conflict
1994,1994,Yemeni Civil War (1994),Yemen\nIslamic Jihad in\nYemen[117],Democratic Republic of\nYemen,,https://en.wikipedia.org/wiki/Yemeni_Civil_War_(1994),
1994,1996,First Chechen War\n,Chechen Republic\nof Ichkeria\nChechen\nMujahideen,Russia\nLoyalist,"Chechen–\nRussian\nconflict, the Russo-\nCaucasian conflict,\nthe Wars in the\nCaucasus and post-\nSoviet conflicts",https://en.wikipedia.org/wiki/First_Chechen_War,https://en.wikipedia.org/wiki/Chechen%E2%80%93Russian_conflict
1998,2002,Caprivi conflict,Namibia,Caprivi Liberation Army,,https://en.wikipedia.org/wiki/Caprivi_conflict,
1995,1995,Cenepa War,Peru,Ecuador\nArmament support by:\nArgentina\nChile\nDiplomatic support by:\nUnited States,,https://en.wikipedia.org/wiki/Cenepa_War,
1995,2002,Eelam War III\n,Sri Lanka\nMilitary of Sri Lanka,Liberation Tigers of Tamil\nEelam,Sri Lankan Civil\nWar,https://en.wikipedia.org/wiki/Eelam_War_III,https://en.wikipedia.org/wiki/Sri_Lankan_civil_war
1995,2018,Second Afar\nInsurgency Part of the\nEritrean–Ethiopian\nborder conflict,Ethiopia\nEritrea,ARDUF\nRSADO,,https://en.wikipedia.org/wiki/Second_Afar_insurgency,https://en.wikipedia.org/wiki/Second_Afar_insurgency
1995,1995,1995 Sudanese-Ugandan\nborder conflict,Uganda,Sudan,,https://en.wikipedia.org/wiki/1995_Sudanese-Ugandan_border_conflict?action=edit&redlink=1,https://en.wikipedia.org/wiki/1995_Sudanese-Ugandan_border_conflict?action=edit&redlink=1
1995,1995,Hanish Islands conflict\n,Eritrea,Yemen,conflicts in\nthe Horn of Africa,https://en.wikipedia.org/wiki/Hanish_Islands_conflict,https://en.wikipedia.org/wiki/Conflicts_in_the_Horn_of_Africa
1996,1999,Arab-Masalit conflict,Arab tribes\nSudan,Masalit tribes,,https://en.wikipedia.org/wiki/Arab-Massalit_conflict?action=edit&redlink=1,
1996,2006,Nepalese Civil War,"Communist Party\nof Nepal (Maoist)\nPeople's Liberation\nArmy, Nepal",Kingdom of Nepal\nNepalese Armed Forces\nRoyal Nepali Army\nNepal Police\nArmed Police Force,,https://en.wikipedia.org/wiki/Nepalese_Civil_War,
,,,Supported by:\nCommunist Party\nof India (Maoist)\nCeylon Communist\nParty (Maoist)[118],Supported by:\nIndia[119]\nPakistan (from\n2004)[120][121][122]\nBelgium[123]\nChina[124]\nUnited Kingdom[125]\nFrance[125]\nUnited States[125],,,
1996,2001,Afghan Civil War\n(1996–2001) Part of\nthe Afghan conflict,Afghanistan,Taliban\nAl-Qaeda\nIslamic Uzbek Movement\nPakistan[126][127][128][129][130],,https://en.wikipedia.org/wiki/Afghan_Civil_War_(1996%E2%80%932001),https://en.wikipedia.org/wiki/Afghan_Civil_War_(1996%E2%80%932001)
1996,1997,First Congo War\n,AFDL\nRwanda\nUganda[131]\nBurundi[132]\nAngola[132]\nSPLA[133]\nEritrea[134]\nSupported by:\nSouth Africa[135]\nZambia[136]\nZimbabwe[135]\nEthiopia[137]\nTanzania\nUnited States\n(covertly)[138]\nMai-Mai[f],Zaire\nFAZ\nWhite Legion\nSudan[133]\nChad[139]\nEx-FAR/ALiR\nInterahamwe\nCNDD-FDD[140]\nUNITA[141]\nADF[142]\nFLNC[143]\nSupported by:\nFrance\nCentral African Republic\nChina[144]\nIsrael[144]\nKuwait (denied)[144]\nMai-Mai[f],"Congolese Civil\nWars, aftermath of the\nRwandan genocide,\nspillovers of the Burundian\nCivil War, the Second\nSudanese Civil War and\nthe Angolan Civil War",https://en.wikipedia.org/wiki/First_Congo_War,https://en.wikipedia.org/wiki/Congolese_Civil_War_(disambiguation)
1996,Ongoing,ADF insurgency\n,Uganda\nDR Congo\nArmed Forces (FARDC)\nMONUSCO\nForce Intervention\nBrigade,ADF (1996–2015)\nNALU\nISIL[148]\nIS-CAP[149]\nADF-Baluku\nADF-Mukulu\nNALU\nRCD/K-ML\nAPC[150]\nMai-Mai Kyandenga (2020–\npresent)\nSupported by: FARDC\nelements[150]\nLRA\nAl-Shabaab[148]\n(disputed)[151]\nVarious Jihadi groups\n(Ugandan and MONUSCO\nclaim)[151]\nSudan (1990s; currently\nunknown),Kivu\nconflict,https://en.wikipedia.org/wiki/Allied_Democratic_Forces_insurgency,https://en.wikipedia.org/wiki/Kivu_conflict
1997,1997,1997 Albanian civil\nunrest,Albanian Government\nDemocratic Party\nSHIK\nPart of the\nAlbanian Police,Albanian Rebels\nArmed civilians who lost their\nproperties\nArmed gangs\nAlbanian Army defectors,,https://en.wikipedia.org/wiki/1997_Albanian_civil_unrest,https://en.wikipedia.org/wiki/1997_Albanian_civil_unrest
,,,Republican Guard\nUNSC missions\nAustria\nFrance\nGermany\nGreece\nItaly\nRomania\nSpain\nTurkey\nUnited States,Salvation Committees\nSocialist Party\nSocial Democratic Party,,,
1997,1997,1997 Sudanese-Eritrean\nborder conflict,Eritrea,Sudan,,https://en.wikipedia.org/wiki/1997_Sudanese-Eritrean_border_conflict?action=edit&redlink=1,https://en.wikipedia.org/wiki/1997_Sudanese-Eritrean_border_conflict?action=edit&redlink=1
1997,1999,Republic of the Congo\nCivil War (1997–1999)\n,Armed Forces of\nthe Republic of the\nCongo (from October\n1997)\nCobra Militia\nRwandan Hutu\nMilitia\nAngola[152]\nChad[152],Armed Forces of the\nRepublic of the Congo (to\nOctober 1997)\nCocoye Militia\nNinja Militia\nNsiloulou\nSupported by:\nJonas Savimbi\nFLEC[153]\nSupported by:\nDR Congo,aftermaths\nof the First Congo\nWar and Rwandan\ngenocide,https://en.wikipedia.org/wiki/Republic_of_the_Congo_Civil_War_(1997%E2%80%931999),https://en.wikipedia.org/wiki/Republic_of_the_Congo_Civil_War_(1997%E2%80%931999)
1997,1997,1997 clashes in\nCambodia,Cambodian People's\nParty,FUNCINPEC\nKhmer Rouge (mostly in the\nnorthern provinces)[154],,https://en.wikipedia.org/wiki/1997_clashes_in_Cambodia,https://en.wikipedia.org/wiki/1997_clashes_in_Cambodia
1998,1998,1998 Monrovia\nclashes\n,Liberian\ngovernment (Taylor\nloyalists),Johnson's forces (ex-\nULIMO-J)\nLimited involvement:\nNigeria\nUnited States,aftermath\nof the First Liberian\nCivil War,https://en.wikipedia.org/wiki/1998_Monrovia_clashes,https://en.wikipedia.org/wiki/1998_Monrovia_clashes
1998,1999,Kosovo War Part of\nthe Yugoslav\nWars[155],Kosovo Liberation\nArmy\nFARK[g]\nNATO (from 24 March\n1999)\nBelgium\nCanada\nDenmark\nFrance\nGermany\nItaly\nNetherlands\nNorway[156]\nPortugal\nSpain\nTurkey[157]\nUnited Kingdom\nUnited States,FR Yugoslavia,,https://en.wikipedia.org/wiki/Kosovo_War,https://en.wikipedia.org/wiki/Yugoslav_Wars
1998,2000,Eritrean–Ethiopian\nWar\n,Ethiopia,Eritrea,Eritrean–\nEthiopian border\nconflict,https://en.wikipedia.org/wiki/Eritrean%E2%80%93Ethiopian_War,https://en.wikipedia.org/wiki/Eritrean%E2%80%93Ethiopian_War
1998,1998,War in Abkhazia\n(1998) Part of the\nGeorgian–Abkhazian\nconflict,Abkhazia,Georgian separatists\nWhite Legion\nMkhedrioni\nForest Brothers,,https://en.wikipedia.org/wiki/War_in_Abkhazia_(1998),https://en.wikipedia.org/wiki/War_in_Abkhazia_(1998)
,,nan,nan,nan,,,
1998,1999,Guinea-Bissau Civil\nWar,Military rebels\nMFDC[158]\nSupported by:\nUnited\nStates[159][160],Guinea-Bissau\nSenegal[161]\nGuinea[162]\nSupported by:\nFrance[159]\nPortugal[163],,https://en.wikipedia.org/wiki/Guinea-Bissau_Civil_War,https://en.wikipedia.org/wiki/Guinea-Bissau_Civil_War
1998,2003,Second Congo War\n,Pro-government:\nDR Congo\nAngola\nChad\nNamibia\nZimbabwe\nSudan (alleged)\nAnti-Ugandan forces:\nLRA\nADF\nUNRF II\nFNI\nAnti-Rwandan militias:\nFDLR\nALiR\nInterahamwe\nRDR\nMai-Mai\nOther Hutu-aligned forces\nAnti-Burundi militias:\nCNDD-FDD\nFROLINA,Rwandan-aligned militias:\nRCD\nRCD-Goma\nBanyamulenge\nUgandan-aligned militias:\nMLC\nForces for Renewal\nUPC\nOther Tutsi-aligned forces\nAnti-Angolan forces:\nUNITA\nForeign state actors:\nUganda\nRwanda\nBurundi\nLibya (alleged)[164],Congolese Civil\nWars and the aftermath of\nthe First Congo War and\nthe Angolan Civil War,https://en.wikipedia.org/wiki/Second_Congo_War,https://en.wikipedia.org/wiki/Congolese_Civil_War_(disambiguation)
1998,1998,1998 Saudi-Yemeni\nborder\nclash[165][166][167],Yemen,Saudi Arabia,,https://en.wikipedia.org/wiki/Saudi_Arabia%E2%80%93Yemen_relations#1998_clash,https://en.wikipedia.org/wiki/Saudi_Arabia%E2%80%93Yemen_relations#1998_clash
1998,Ongoing,Al-Qaeda insurgency\nin Yemen\n,Republic of\nYemen (internationally\nrecognized; led by the\nPLC since 2022)\nYemeni Armed\nForces\nRepublican\nGuard[168][169][170]\nGeneral People's\nCongress (anti-Houthi)\nSTC (2022–\npresent)[h][171][172][173]\nUnited Arab\nEmirates[174]\nYemeni National\nResistance (2017–\npresent)[175][176][169]\nTihamah\nResistance[169]\nGiants\nBrigades[177][178]\nHadhramaut Tribal\nAlliance[179]\nAl-Islah\nBani Dhabyan[180]\nSaleh loyalists (2017–\npresent)[181][182]\nPopular Resistance\nCommittees[183]\nPopular Committees\nSaudi-led coalition\nSaudi Arabia[184]\nUnited Arab\nEmirates[185]\nSudan[186][187]\nSenegal[188],al-Qaeda\nAQAP\nAnsar al-Sharia\nIslamic Emirate of Yemen\nAden-Abyan Islamic Army\nCouncil of Sunni Scholars and al-\nJama'a\nHadrami Domestic Council\nfaction[215][216]\nal-Dhahab tribesmen\nSupported by:\nal-Shabaab\n(2009–present)[217][218][219]\n(alleged)\nal-Qaeda in the Islamic\nMaghreb\n(2009–2017)\nal-Qaeda in the Indian\nSubcontinent\n(2014–present)\nAl-Nusra Front\n(2012–2017)[220]\nAlleged Support:\nIran[221] (denied)\nQatar (denied)\nSupreme Political Council\n(formerly SRC)\nHouthi movement\nGeneral People's Congress\n(pro-Houthi)\nSaleh loyalists (until 2017)\nPro-Houthi Popular\nCommittees[222],war on\nterror and the Yemeni\nCivil War,https://en.wikipedia.org/wiki/Al-Qaeda_insurgency_in_Yemen,https://en.wikipedia.org/wiki/Al-Qaeda_insurgency_in_Yemen
,,,Morocco[189]\n(2015–19)[190]\nQatar (2015–17)[191]\nBahrain[192]\nAcademi security\nguards (2015–16)[193]\nSupported by:\nUnited\nStates[194][195][196]\nU.S. Navy[i]\nUnited States\nArmy[200] (Special\nForces)\nUnited Kingdom[j]\nFrance\nCanada\nSouth Korea\nNational Intelligence\nService[205][206][207]\nBelarus\nBelarusian military\nspecialists[208][209][210]\nMalaysia\nAustralia\nSTC (2017–2022)[211]\nUnited Arab\nEmirates[212][213][214],Sanaa-GPC forces[223]\nAlleged support:\nIran[224][225]\nHezbollah[226]\nNorth Korea[227][228][229][230]\nIslamic State\nIslamic State - Yemen Province,,,
1999,2002,Maluku sectarian conflict\n,Government of\nIndonesia\nIndonesian National\nArmed Forces\nIndonesian\nNational Police\nPancasila Youth\nPasukan Kuning,Muslim society and Islamists in\nMaluku\nLaskar Jihad\nKomando Jihad\nIslamic Defenders Front\nJemaah Islamiyah\nLaskar Mujahidin\nPasukan Jihad\nDesa Sabaleh\nLaskar Mujahida\nChristian society in Maluku\nLaskar Kristus\nMaluku Sovereignty Front\nBrigade Manguni\nPasukan Merah,post-Suharto\nera in Indonesia,https://en.wikipedia.org/wiki/Maluku_sectarian_conflict,https://en.wikipedia.org/wiki/Post-Suharto_era_in_Indonesia
1999,2002,1999 East Timorese\ncrisis\nPart of the\ndecolonisation of Asia\nand the fall of Suharto,East Timor\nINTERFET\nUNTAET,Pro-Indonesia militias\nAitarak\nBesi Merah Putih\nLaksaur\nMahidi,,https://en.wikipedia.org/wiki/1999_East_Timorese_crisis,https://en.wikipedia.org/wiki/1999_East_Timorese_crisis
1999[231],2003,Second Liberian Civil\nWar\n,Rebel groups:\nAnti-Taylor Armed\nForces elements\nLURD\nMODEL\nGuinea\nSierra Leone\nSupported by:,Liberian government\nLoyalist Armed Forces elements\nATU\nSOD\nSSS\nNPFL/NPP militias\nRUF\nRDFG,Liberian\nCivil Wars and\nspillover of the Sierra\nLeone Civil War,https://en.wikipedia.org/wiki/Second_Liberian_Civil_War,https://en.wikipedia.org/wiki/Second_Liberian_Civil_War
,,,Ivory Coast\nUnited Kingdom\nUnited States,,,,
1999,1999,Kargil War\n,India,Pakistan\nNon-state allies:\nUnited Jihad Council[232]\nAfghan mercenaries,Kashmir\nconflict and the India–\nPakistan conflict,https://en.wikipedia.org/wiki/Kargil_War,https://en.wikipedia.org/wiki/Kashmir_conflict
1999,2001[233],Insurgency in the Preševo\nValley\n,FR Yugoslavia\nKFOR,UÇPMB,Yugoslav\nWars,https://en.wikipedia.org/wiki/Insurgency_in_the_Pre%C5%A1evo_Valley,https://en.wikipedia.org/wiki/Insurgency_in_the_Pre%C5%A1evo_Valley
1999,1999,Batken Conflict,Kyrgyzstan\nRussia (material\nsupport)\nUzbekistan\n(military support),Islamic Movement of\nUzbekistan,,https://en.wikipedia.org/wiki/Batken_Conflict,
1972,Ongoing,Ituri conflict\n,Hema ethnic group:\nUPC\nRCD/K- FAPC\nML\nUganda[234]\nDR Congo\n(FARDC)\nUN (MONUC)\nEU (Artemis),Lendu ethnic group:\nFNI FPJC\nFRPI CODECO\nMai-Mai Simba\nADF\nIS-CAP\nMai-Mai Kyandenga[235],Second\nCongo War and the\nKivu conflict,https://en.wikipedia.org/wiki/Ituri_conflict,https://en.wikipedia.org/wiki/Second_Congo_War
1999,1999[236][237],War of Dagestan\n,Russia\nArmed Forces\nArmy\nNavy\nAir Force\nVDV\nSpetsnaz GRU\nFSB\nMVD\nMilitsiya\nInternal Troops\nOMON\nDagestan\nDagestani\npolice and local\nmilitia,Islamic Djamaat of\nDagestan\nCPID\nChechnya\nIIPB\nSPIR\nReligious Police,"spillover of the\nSecond Chechen War,\nPost-Soviet conflicts",https://en.wikipedia.org/wiki/War_of_Dagestan,https://en.wikipedia.org/wiki/Second_Chechen_War
1999,2009,Second Chechen War\n,Russia\nProvisional Council\n(until 2000)\nChechen Republic\n(from 2000),Chechen Republic of\nIchkeria (1999–2007)\nCaucasian Front (2005–2007)\nCaucasus Emirate (2007–\n2009)\nNorth Caucasian volunteers\nMujahideen[238][239][240][241]\nGrey Wolves[242][243][244],Chechen-\nRussian conflict and the\nPost-Soviet conflicts,https://en.wikipedia.org/wiki/Second_Chechen_War,https://en.wikipedia.org/wiki/Chechen-Russian_conflict
,,nan,nan,nan,,,
2000,2000,Six-Day War (2000)\n,Rwanda,Uganda,Second\nCongo War,https://en.wikipedia.org/wiki/Six-Day_War_(2000),https://en.wikipedia.org/wiki/Second_Congo_War
2000,2005,Second Intifada\n,Israel,Palestinian Authority\nPLO\nFatah\nPopular Front for the\nLiberation of Palestine\nDemocratic Front for the\nLiberation of Palestine\nHamas\nPalestinian Islamic Jihad\nPopular Resistance\nCommittees,Israeli–\nPalestinian conflict,https://en.wikipedia.org/wiki/Second_Intifada,https://en.wikipedia.org/wiki/Israeli%E2%80%93Palestinian_conflict
2000,2006,2000–2006 Shebaa\nFarms conflict\n,Israel,Hezbollah,Israeli–\nLebanese conflict and\nthe Iran–Israel proxy\nconflict,https://en.wikipedia.org/wiki/2000%E2%80%932006_Shebaa_Farms_conflict,https://en.wikipedia.org/wiki/2000%E2%80%932006_Shebaa_Farms_conflict
2001,2001,2001 insurgency in\nMacedonia Part of the\nYugoslav Wars,Macedonia,National Liberation Army\nAlbanian National Army[245],,https://en.wikipedia.org/wiki/2001_insurgency_in_Macedonia,https://en.wikipedia.org/wiki/2001_insurgency_in_Macedonia
2001,2001,2001 Bangladesh–\nIndia border clashes,Bangladesh,India,,https://en.wikipedia.org/wiki/2001_Bangladesh%E2%80%93India_border_clashes,https://en.wikipedia.org/wiki/2001_Bangladesh%E2%80%93India_border_clashes
2001,2001,2001 Special\nOperations Unit\nmutiny,Special Operations\nUnit\nZemun Clan\nSupport:\nPresident of FR\nYugoslavia\nDemocratic Party of\nSerbia\nSocialist Party of Serbia\nSerbian Radical Party\nNew Serbia,Government of Serbia\nSupport:\nDemocratic Party\nNew Democracy\nChristian Democratic Party of\nSerbia,,https://en.wikipedia.org/wiki/2001_Special_Operations_Unit_mutiny_(Serbia),https://en.wikipedia.org/wiki/2001_Special_Operations_Unit_mutiny_(Serbia)
2001,2003,Islamist insurgency in\nIraqi Kurdistan\n,Kurdistan Region\nPUK\nUnited States\n(armed involvement\nafter Viking Hammer),Islamic Emirate of Kurdistan\nAnsar al-Islam[246][247]\nKurdistan Islamic Group[246]\nKurdistan Islamic\nMovement[248]\nSupported by:\nIran (alleged by PUK)[249]\nKDP (alleged by PUK)[249],"Iraqi no-fly\nzones conflict, the\nIraq War, Islamism in\nKurdistan, and the\nwar on terror",https://en.wikipedia.org/wiki/Islamist_insurgency_in_Iraqi_Kurdistan,https://en.wikipedia.org/wiki/Islamist_insurgency_in_Iraqi_Kurdistan
2001,Ongoing,War on terror\n,Main countries:\nUnited States\nUnited Kingdom\nGermany\nItaly\nCanada\nFrance\nAustralia\nNew Zealand\nNetherlands\nPoland\nTurkey,Main opponents:\nAl-Qaeda\nIslamic State[note 2]\nFirst Islamic Emirate of\nAfghanistan (Taliban)\nBa'athist Iraq[note 3]\nIraqi Ba'athist insurgents,post-Cold War\nand post-9/11 eras,https://en.wikipedia.org/wiki/War_on_terror,https://en.wikipedia.org/wiki/Post%E2%80%93Cold_War_era
2001,2021,Taliban insurgency\n,Taliban\n· Haqqani network[250]\n(from 2002)\nal-Qaeda\n· Al-Qaeda in the Indian\nSubcontinent[251]\nTaliban splinter groups\n· Mullah Dadullah Front,Islamic State of Afghanistan\n(2001–2002)\nAfghan Transitional Authority\n(2002–2004)\nIslamic Republic of Afghanistan\n(2004–2021)\nAfghan National Security Forces\nISAF (2001–2014)\nAlbania,"War in\nAfghanistan (2001–\n2021), the Afghan\nconflict, and the war\non terror",https://en.wikipedia.org/wiki/Taliban_insurgency,https://en.wikipedia.org/wiki/War_in_Afghanistan_(2001%E2%80%932021)
,,,,,,,
,,,"(from 2012)[252]\n· Fidai Mahaz (from 2013)\nSupported by:\nHezb-e-Islami\nGulbuddin\n(on and off until 2016)\nIslamic Jihad\nUnion[253][254]\n(from 2002)\nIslamic Movement of\nUzbekistan (until 2015)\nTurkistan Islamic Party\nLashkar-e-Jhangvi[255]\nPakistani Taliban[256]\nLashkar-e-Islam\nIran (alleged, but\ndenied by Iran)[257]\nPakistan (alleged, but\ndenied by\nPakistan)[258][259]\nRussia (alleged, but\ndenied by\nRussia)[260][261][262]\nSaudi Arabia (alleged,\nbut denied by Saudi\nArabia)[263][264]\nQatar (alleged by\nSaudi Arabia, but denied\nby Qatar)[265][266]\nChina (alleged by the\nUS, but denied by\nChina)[267][268]",Armenia (IPAP)\nAustralia (GP)\nAustria (PfP)\nAzerbaijan (PfP)\nBahrain (ICI)\nBelgium\nBosnia and Herzegovina\n(IPAP)\nBulgaria[fn 1]\nCanada\nCroatia\nCzech Republic\nDenmark\nEl Salvador\nEstonia\nFinland (PfP)\nFrance\nGeorgia[fn 1] (IPAP)\nGermany[fn 1]\nGreece\nHungary\nIceland\nIran\nIreland (PfP)\nItaly[fn 1]\nJordan[fn 1] (MD)\nLatvia\nLithuania\nLuxembourg\nMalaysia\nMongolia (GP)\nMontenegro (PfP)\nNetherlands\nNew Zealand (GP)\nNorway\nPakistan\nPoland[fn 1]\nPortugal\nNorth Macedonia (MAP)\nRomania[fn 1]\nSingapore (2008–13)\nSlovakia\nSlovenia\nSouth Korea (GP)\nSpain\nSweden (PfP)\nSwitzerland (2004–08) (PfP)\nTonga\nTurkey[fn 1]\nUkraine (PfP)\nUnited Arab Emirates (ICI)\nUnited Kingdom[fn 1]\nUnited States[fn 1]\nRS (2015 onwards)[269]\nLuxembourg\nSlovenia\nNew Zealand\nGreece\nAustria\nUkraine\nSweden\nMontenegro\nLatvia\nEstonia\nNorth Macedonia\nLithuania\nSlovakia\nNorway\nFinland\nBosnia and Herzegovina\nBelgium\nHungary\nAlbania,,,
,,,,Azerbaijan\nArmenia\nDenmark\nBulgaria\nNetherlands\nPortugal\nMongolia\nPoland\nAustralia\nCroatia\nCzech Republic\nGeorgia (IPAP)\nGermany\nItaly\nRomania\nSpain\nTurkey\nUnited Kingdom\nUnited States\n1. Major contributing nations with\nmore than 200 troops as of May\n2015\nAllied militias\nHigh Council of the Islamic\nEmirate of Afghanistan (allegedly\nsince\n2015)[270][271][272][273][274][275]\nJamiat-e Islami[276]\nJunbish-i-Milli[276]\nHezbe Wahdat[277],,,
2002,2017,Operation Enduring\nFreedom – Philippines\n,Philippines\nArmed Forces of\nthe Philippines\nPhilippine National\nPolice\nUnited States\n(advisors)\nArmed Forces of\nthe United States\nCIA,Islamic jihad\nAbu Sayyaf\nBIFF\nMaute Group\nMoro Islamic Liberation Front\n(until 2012)\nIslamic State of Iraq and the\nLevant (de facto),"Philippine\ncivil conflict, Islamic\nterrorism and Global\nWar on Terror",https://en.wikipedia.org/wiki/Operation_Enduring_Freedom_%E2%80%93_Philippines,https://en.wikipedia.org/wiki/Operation_Enduring_Freedom_%E2%80%93_Philippines
2002,2003,2002–2003 conflict in the\nPool Department,Republic of the\nCongo,Ninja militia,,https://en.wikipedia.org/wiki/2002%E2%80%932003_conflict_in_the_Pool_Department,https://en.wikipedia.org/wiki/2002%E2%80%932003_conflict_in_the_Pool_Department
2002,2007,First Ivorian Civil War\n,Ivory Coast\nCOJEP\nSupported by:\nBelarus,FNCI\nAlleged support:\nBurkina Faso\nLiberia\nFrance\nUNOCI,Ivorian Civil\nWars,https://en.wikipedia.org/wiki/First_Ivorian_Civil_War,https://en.wikipedia.org/wiki/Ivorian_Civil_War_(disambiguation)
2002,Ongoing,Operation Enduring\nFreedom – Horn of\nAfrica,United Kingdom\nUnited States,Insurgents:\nIslamic State of Iraq and the\nLevant\n(from 2015)\nal-Qaeda\n(from 2002)\nAl-Shabaab\n(from 2006)\nal-Itihaad al-Islamiya\n(2002–06)\nHizbul Islam\n(2009–14)\nRas Kamboni Brigades\n(2007–10)\nJabhatul Islamiya\n(2007–09),,https://en.wikipedia.org/wiki/Operation_Enduring_Freedom_%E2%80%93_Horn_of_Africa,https://en.wikipedia.org/wiki/Operation_Enduring_Freedom_%E2%80%93_Horn_of_Africa
,,,,Mu'askar Anole\n(2007–09),,,
,,nan,nan,nan,,,
